Genero,PersonaMayor,Socio,Dependientes,Permanencia,ServicioTelefonico,VariasLineas,ServicioInternet,SeguridadLinea,CopiaSeguridadLinea,ProteccionDispositivo,ServicioTecnico,ServicioTV,ServicioPeliculas,Contrato,FacturacionElectronica,MetodoPago,RecargoMensual,TotalRecargo,Abandono
Femenino,0,No,No,30,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por Correo,48.8,1536.75,No
Femenino,0,No,No,36,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,99.15,3615.6,Si
Femenino,0,No,No,18,No,Sin Servicio Telefónico,DSL,No,No,Si,Si,No,No,Mensual,Si,Cheque Electrónico,35.2,607.3,No
Femenino,1,Si,Si,55,Si,Si,DSL,Si,No,Si,Si,Si,No,un anio,No,Cheque Electrónico,76.25,4154.55,No
Femenino,0,Si,No,39,No,Sin Servicio Telefónico,DSL,Si,No,Si,No,Si,Si,Mensual,No,Cheque Electrónico,55.9,2184.35,Si
Masculino,0,No,No,21,Si,Si,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,82.35,1852.85,Si
Masculino,0,No,No,2,No,Sin Servicio Telefónico,DSL,No,Si,Si,Si,No,No,Mensual,Si,Tarjeta de crédito (automática),40.4,77.15,Si
Masculino,1,No,No,33,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Transferencia bancaria (automática),24.9,847.8,No
Masculino,0,Si,No,44,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,Si,Si,dos anios,No,Transferencia bancaria (automática),54.3,2390.45,No
Femenino,0,Si,Si,30,Si,No,DSL,Si,No,No,Si,No,Si,Mensual,No,Transferencia bancaria (automática),66.3,1923.5,No
Femenino,0,Si,No,71,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Transferencia bancaria (automática),20.9,1493.2,No
Femenino,0,No,No,4,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,75.35,338.1,Si
Masculino,0,No,Si,35,Si,No,Fibra Óptica,No,No,Si,No,Si,No,un anio,Si,Cheque Electrónico,85.15,3030.6,Si
Masculino,0,Si,No,1,Si,No,Fibra Óptica,No,No,Si,No,No,No,Mensual,No,Tarjeta de crédito (automática),75.35,75.35,No
Masculino,1,Si,No,23,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,104.45,2184.85,No
Femenino,0,No,Si,22,No,Sin Servicio Telefónico,DSL,No,No,Si,No,Si,Si,un anio,Si,Tarjeta de crédito (automática),49.45,1031.4,No
Femenino,0,No,Si,49,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Tarjeta de crédito (automática),19.45,921.3,No
Femenino,0,Si,Si,42,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,92.15,3875.4,No
Femenino,0,Si,Si,33,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,un anio,Si,Cheque Electrónico,93.8,3124.5,Si
Femenino,0,Si,Si,7,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.85,144.15,No
Femenino,0,Si,Si,67,Si,Si,Fibra Óptica,Si,No,Si,Si,No,Si,un anio,Si,Transferencia bancaria (automática),100.25,6689.0,No
Masculino,0,No,No,15,Si,Si,Fibra Óptica,No,Si,No,Si,No,Si,Mensual,No,Cheque Electrónico,95.7,1451.1,No
Masculino,0,Si,No,67,Si,Si,Fibra Óptica,No,Si,Si,No,No,Si,dos anios,Si,Cheque Electrónico,93.15,6368.2,No
Masculino,0,Si,Si,53,Si,No,DSL,Si,Si,No,Si,Si,No,dos anios,Si,Cheque por Correo,69.7,3729.6,No
Masculino,0,Si,Si,21,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,19.8,350.1,No
Femenino,0,Si,Si,40,Si,No,DSL,Si,Si,No,Si,No,Si,Mensual,Si,Cheque por Correo,71.35,2847.2,No
Femenino,0,Si,Si,22,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Transferencia bancaria (automática),20.75,452.35,No
Masculino,0,No,No,39,No,Sin Servicio Telefónico,DSL,No,No,No,Si,No,Si,Mensual,Si,Cheque Electrónico,40.6,1494.5,No
Masculino,0,No,No,45,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque Electrónico,20.4,930.45,Si
Femenino,0,Si,No,2,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.35,41.85,No
Femenino,0,Si,Si,57,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),19.75,1272.05,No
Masculino,0,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,54.4,475.1,No
Masculino,1,Si,No,7,Si,Si,Fibra Óptica,Si,Si,No,No,No,Si,Mensual,Si,Tarjeta de crédito (automática),94.7,673.1,Si
Masculino,0,No,No,6,No,Sin Servicio Telefónico,DSL,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),30.5,208.7,Si
Femenino,0,Si,Si,7,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.45,150.75,No
Masculino,0,No,No,49,Si,Si,DSL,No,No,No,Si,Si,No,dos anios,Si,Transferencia bancaria (automática),66.15,3199.0,No
Femenino,0,No,No,65,Si,Si,Fibra Óptica,Si,Si,No,Si,No,No,un anio,Si,Cheque Electrónico,89.85,5844.65,No
Femenino,0,No,No,55,Si,No,DSL,No,No,No,No,No,No,un anio,No,Transferencia bancaria (automática),45.05,2462.6,No
Masculino,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,No,Transferencia bancaria (automática),86.85,6263.8,No
Masculino,0,No,No,35,Si,Si,Fibra Óptica,Si,Si,Si,Si,No,No,Mensual,Si,Cheque por Correo,96.75,3403.4,No
Masculino,1,No,No,3,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,77.0,237.75,Si
Femenino,0,No,Si,11,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Tarjeta de crédito (automática),20.1,221.35,Si
Femenino,0,No,No,1,Si,No,Fibra Óptica,No,No,Si,No,No,No,Mensual,No,Cheque Electrónico,75.3,75.3,Si
Masculino,0,No,No,17,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,No,Mensual,Si,Transferencia bancaria (automática),106.65,1672.1,No
Femenino,0,Si,No,72,Si,Si,Fibra Óptica,Si,No,Si,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),110.15,7881.2,No
Femenino,0,Si,Si,28,Si,No,Fibra Óptica,Si,No,No,No,No,Si,un anio,Si,Transferencia bancaria (automática),82.85,2320.8,No
Femenino,0,Si,No,18,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,20.1,370.5,No
Femenino,1,Si,No,40,Si,No,Fibra Óptica,No,Si,No,Si,Si,Si,un anio,Si,Tarjeta de crédito (automática),99.2,4062.2,Si
Femenino,0,No,No,52,Si,No,DSL,No,No,Si,No,No,Si,Mensual,Si,Cheque Electrónico,59.45,3043.7,No
Femenino,0,Si,No,47,Si,No,DSL,No,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),58.6,2723.4,No
Femenino,0,No,No,23,Si,No,DSL,No,No,Si,No,No,No,Mensual,No,Tarjeta de crédito (automática),49.7,1081.25,No
Masculino,0,Si,Si,66,Si,No,DSL,Si,Si,Si,Si,No,No,dos anios,No,Cheque por Correo,65.85,4097.05,No
Femenino,0,No,No,8,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,73.5,632.2,No
Masculino,1,No,No,47,Si,No,Fibra Óptica,Si,No,No,No,No,Si,Mensual,No,Cheque por Correo,85.5,4042.3,Si
Femenino,0,No,No,7,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.05,164.85,Si
Femenino,0,Si,Si,71,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),113.65,8166.8,No
Femenino,1,No,No,50,Si,Si,Fibra Óptica,Si,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,83.4,4113.7,No
Masculino,0,Si,No,46,Si,No,DSL,Si,Si,Si,Si,No,No,dos anios,No,Cheque por Correo,65.65,3047.15,No
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,70.4,70.4,Si
Femenino,0,No,No,66,No,Sin Servicio Telefónico,DSL,Si,No,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),61.35,4193.4,No
Femenino,0,Si,No,42,Si,Si,Fibra Óptica,No,No,Si,Si,No,No,Mensual,Si,Tarjeta de crédito (automática),85.9,3729.75,No
Femenino,0,No,No,5,Si,No,Fibra Óptica,No,No,No,Si,No,No,Mensual,Si,Cheque por Correo,75.65,399.45,No
Masculino,0,Si,Si,7,Si,No,DSL,Si,No,No,No,No,No,un anio,Si,Cheque Electrónico,49.75,331.3,Si
Masculino,0,No,No,29,Si,Si,DSL,No,Si,Si,No,No,Si,un anio,No,Tarjeta de crédito (automática),70.9,1964.6,No
Femenino,0,Si,Si,27,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque por Correo,49.85,1336.15,No
Femenino,1,No,No,15,Si,No,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),75.3,1147.45,Si
Femenino,0,Si,Si,25,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,20.1,486.05,No
Femenino,0,Si,No,11,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,94.0,1078.9,Si
Masculino,0,Si,No,57,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,No,Mensual,Si,Cheque Electrónico,103.05,5925.75,No
Masculino,0,No,No,67,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,un anio,Si,Transferencia bancaria (automática),118.35,7804.15,Si
Femenino,1,Si,No,47,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,No,Cheque Electrónico,99.7,4747.2,No
Femenino,0,No,No,13,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque por Correo,81.9,1028.9,No
Masculino,0,No,No,8,No,Sin Servicio Telefónico,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque Electrónico,30.45,226.45,Si
Femenino,0,Si,No,44,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,96.1,4364.1,Si
Masculino,0,Si,Si,71,Si,Si,DSL,Si,No,No,No,Si,No,un anio,Si,Cheque Electrónico,66.2,4692.55,No
Masculino,1,Si,No,24,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,104.25,2433.9,Si
Masculino,1,No,No,15,Si,Si,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,80.2,1217.25,Si
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque Electrónico,19.75,19.75,No
Masculino,1,No,No,2,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque por Correo,72.6,154.3,No
Masculino,1,No,No,55,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,116.5,6382.55,No
Masculino,1,No,No,71,Si,Si,Fibra Óptica,No,Si,No,Si,Si,Si,dos anios,Si,Cheque Electrónico,106.8,7623.2,No
Masculino,0,Si,Si,50,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,24.95,1261.45,No
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,89.25,89.25,No
Masculino,0,No,No,5,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,19.25,86.05,No
Femenino,0,No,No,66,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,No,un anio,Si,Transferencia bancaria (automática),104.55,6779.05,No
Femenino,0,Si,Si,49,Si,No,DSL,Si,Si,Si,Si,Si,Si,un anio,Si,Cheque por Correo,87.2,4345.0,No
Femenino,1,Si,No,3,No,Sin Servicio Telefónico,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,30.75,82.85,No
Masculino,0,Si,Si,66,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Tarjeta de crédito (automática),25.7,1714.55,No
Masculino,0,No,Si,11,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,No,Cheque Electrónico,86.2,893.2,No
Masculino,0,No,No,28,No,Sin Servicio Telefónico,DSL,No,No,No,Si,No,No,Mensual,Si,Tarjeta de crédito (automática),30.1,810.85,No
Masculino,0,Si,No,65,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,No,dos anios,Si,Cheque Electrónico,99.35,6347.55,No
Femenino,0,No,No,62,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Tarjeta de crédito (automática),19.2,1123.65,No
Femenino,0,Si,No,2,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Transferencia bancaria (automática),20.1,43.15,No
Femenino,0,No,No,2,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Tarjeta de crédito (automática),20.35,35.1,No
Femenino,0,Si,Si,55,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Tarjeta de crédito (automática),25.65,1388.0,No
Masculino,1,Si,No,41,Si,No,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,94.55,3851.45,No
Femenino,0,Si,Si,17,Si,Si,Fibra Óptica,Si,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,104.2,1743.5,Si
Femenino,0,No,No,30,Si,No,Fibra Óptica,No,No,No,Si,Si,Si,un anio,Si,Transferencia bancaria (automática),94.4,2638.1,No
Masculino,0,No,No,17,Si,No,DSL,Si,Si,No,No,No,No,un anio,No,Cheque por Correo,56.1,946.95,No
Femenino,0,Si,Si,16,Si,No,DSL,Si,Si,No,Si,No,Si,dos anios,No,Transferencia bancaria (automática),68.25,1114.85,No
Masculino,0,No,No,72,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),24.75,1777.6,No
Masculino,0,No,No,9,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,76.25,684.85,No
Femenino,0,No,No,1,Si,No,Fibra Óptica,No,Si,No,No,No,No,Mensual,No,Cheque Electrónico,74.35,74.35,No
Masculino,0,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Mensual,No,Cheque Electrónico,54.15,1312.45,No
Masculino,0,No,Si,8,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Transferencia bancaria (automática),19.45,159.2,No
Masculino,0,Si,Si,19,No,Sin Servicio Telefónico,DSL,Si,Si,No,No,No,No,Mensual,Si,Cheque por Correo,34.95,610.2,No
Femenino,0,No,No,7,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque Electrónico,53.65,404.35,No
Masculino,1,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,69.65,69.65,Si
Masculino,0,No,No,61,Si,Si,Fibra Óptica,Si,No,Si,No,Si,Si,un anio,No,Cheque Electrónico,104.0,6363.45,No
Femenino,0,Si,No,57,Si,No,DSL,Si,Si,No,Si,Si,No,dos anios,Si,Tarjeta de crédito (automática),70.35,4124.65,No
Masculino,0,No,No,9,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,80.8,713.1,Si
Masculino,0,No,Si,15,Si,No,DSL,Si,No,Si,No,No,Si,un anio,No,Cheque por Correo,64.85,950.75,No
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,19.65,19.65,No
Femenino,0,Si,No,12,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),45.9,505.95,No
Masculino,0,No,No,54,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,20.0,1149.65,No
Masculino,0,Si,Si,4,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,44.8,169.65,No
Femenino,0,No,No,7,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque por Correo,80.3,526.7,Si
Femenino,0,Si,No,20,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,20.35,393.15,No
Femenino,0,No,Si,26,No,Sin Servicio Telefónico,DSL,Si,No,No,Si,No,Si,Mensual,No,Cheque por Correo,45.8,1147.0,No
Masculino,1,Si,No,36,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,84.1,3021.6,Si
Femenino,0,Si,No,53,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,un anio,Si,Transferencia bancaria (automática),108.95,5718.2,No
Masculino,0,No,No,3,Si,No,DSL,No,No,No,Si,Si,Si,Mensual,Si,Cheque Electrónico,69.35,191.35,Si
Femenino,0,No,No,68,No,Sin Servicio Telefónico,DSL,Si,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),64.35,4539.6,No
Masculino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),90.8,6397.6,No
Masculino,0,No,No,12,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Tarjeta de crédito (automática),24.95,280.4,No
Femenino,1,Si,Si,34,Si,Si,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Cheque por Correo,79.6,2718.3,Si
Femenino,0,Si,No,68,Si,Si,Fibra Óptica,Si,Si,No,No,No,No,dos anios,Si,Transferencia bancaria (automática),84.7,5711.05,No
Femenino,0,No,Si,50,Si,No,DSL,Si,No,Si,Si,Si,No,un anio,Si,Tarjeta de crédito (automática),70.8,3478.15,No
Femenino,1,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,36.45,36.45,Si
Femenino,1,No,No,41,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,104.4,4133.95,No
Masculino,1,Si,No,30,Si,Si,Fibra Óptica,No,No,No,Si,Si,Si,Mensual,Si,Cheque Electrónico,101.5,2917.65,No
Masculino,0,No,No,1,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Cheque Electrónico,54.3,54.3,No
Masculino,1,Si,Si,29,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,103.95,2964.8,No
Femenino,0,Si,Si,23,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),91.1,2198.3,No
Masculino,0,No,Si,60,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.95,1189.9,No
Femenino,0,Si,No,72,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),26.45,1914.5,No
Masculino,0,No,Si,22,Si,No,Fibra Óptica,No,Si,Si,No,Si,No,Mensual,Si,Cheque Electrónico,89.4,2001.5,Si
Masculino,0,No,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,dos anios,Si,Transferencia bancaria (automática),75.1,5336.35,No
Femenino,1,No,No,66,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,un anio,No,Transferencia bancaria (automática),108.1,7238.6,No
Femenino,0,Si,No,72,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,dos anios,Si,Cheque Electrónico,110.15,7998.8,No
Femenino,1,Si,No,47,Si,Si,Fibra Óptica,Si,No,No,No,No,No,Mensual,No,Cheque Electrónico,80.35,3825.85,Si
Femenino,0,No,No,51,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,un anio,Si,Cheque Electrónico,111.5,5703.25,No
Femenino,0,Si,Si,70,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,un anio,Si,Cheque Electrónico,106.5,7397.0,No
Masculino,0,No,No,9,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque Electrónico,19.9,164.6,No
Masculino,0,Si,Si,59,Si,Si,Fibra Óptica,Si,Si,No,Si,Si,Si,dos anios,Si,Cheque por Correo,111.1,6555.2,No
Masculino,0,No,Si,3,Si,No,DSL,No,No,No,Si,Si,Si,Mensual,No,Cheque por Correo,70.7,225.65,No
Masculino,1,Si,No,38,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,24.85,955.75,No
Femenino,0,No,No,37,Si,Si,Fibra Óptica,Si,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),91.2,3382.3,No
Masculino,0,No,No,37,Si,No,DSL,Si,Si,Si,Si,No,No,dos anios,No,Transferencia bancaria (automática),65.6,2313.8,No
Femenino,1,Si,No,24,No,Sin Servicio Telefónico,DSL,No,No,Si,No,No,Si,Mensual,Si,Tarjeta de crédito (automática),40.65,933.3,Si
Femenino,0,Si,Si,14,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,No,Transferencia bancaria (automática),59.45,780.85,No
Masculino,0,Si,No,72,Si,Si,Fibra Óptica,Si,Si,No,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),109.95,7852.4,No
Masculino,0,Si,No,53,No,Sin Servicio Telefónico,DSL,No,Si,Si,Si,Si,Si,un anio,Si,Cheque Electrónico,60.45,3184.25,Si
Femenino,0,Si,No,8,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,84.9,764.95,Si
Masculino,0,Si,Si,72,No,Sin Servicio Telefónico,DSL,Si,Si,Si,No,No,No,dos anios,No,Tarjeta de crédito (automática),38.5,2763.0,No
Femenino,1,Si,No,17,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,92.55,1614.7,No
Femenino,0,Si,Si,2,Si,No,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),73.55,145.4,Si
Femenino,0,Si,No,8,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Transferencia bancaria (automática),20.15,156.25,Si
Femenino,0,Si,No,48,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,No,No,un anio,No,Cheque por Correo,34.7,1604.5,Si
Femenino,0,No,No,10,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,24.5,270.15,No
Masculino,0,Si,Si,0,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque por Correo,19.7,2283.3004408418656,No
Masculino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.6,20.6,No
Femenino,0,No,No,29,Si,No,DSL,Si,No,Si,Si,No,No,un anio,No,Tarjeta de crédito (automática),58.0,1734.5,No
